idx,sentence,label
3451,"Pembrolizumab versus 
chemotherapy for previously untreated, PD L1expressing, locally 
advanced or metastatic non small cell lung cancer (KEYNOTE 042): a 
randomised, open label, controlled, phase 3 trial.",NSCLC
4300,"................................ .................  14 
Platinum Based Therapy  ................................",SCLC
3143,"First Report for 
Inoperable Population of a Phase II Trial by Japan Clinical Oncology Group (JCOG 0403).",NSCLC
3105,"Spoelstra FO, Senan S, Le Pechoux C, et al. Variations in target 
volume definition for postoperative radiotherapy in stage III non small cell 
lung cancer: analysis of an international contouring study.",NSCLC
3879,"Targeted agents in the third 
/fourth line treatment of patients with advanced (stage III/IV) non small cell 
lung cancer (NSCLC).",NSCLC
4440,"The 1year 
overall survival rate was 51.9% for the atezolizumab regimen versus  
39.0% for chemotherapy alone.",SCLC
2862,"Is major pulmonary resection by 
video assisted thoracic surgery an adequate procedure in clinical stage I 
lung cancer?",NSCLC
3958,"u For transformation to SCLC from NSCLC, consider referral to a center with expertise ( SCLE 4 of 6).",SCLC
4238,"If brain metastases progress while on systemic therapy, it is recommended that brain RT is initiated before completion of systemic 
therapy.",SCLC
279,"If these 
elements and clinical judgment dictate that the effusion is not related to the tumor, 
the effusion should be excluded as a staging descriptor.",NSCLC
2902,"Radiotherapy plus 
chemotherapy with or without surgical resection for stage III non small cell 
lung cancer: a phase III randomised controlled trial.",NSCLC
1266,"Radon gas, a radioactive gas that is produced by the decay of radium  226, 
also seems to cause lung cancer.",NSCLC
1645,"The panel also preference stratified the 
regimens for patients with metastatic nonsquamous NSCLC and PS 2; 
carboplatin  plus pemetrexed is preferred for patients with 
adenocarcinoma.",NSCLC
2242,"Response assessment should occur after 2 
cycles  of initial therapy  and then every 2 to 4 cycles using CT of known 
or high risk sites of disease (with or without contrast) or when clinically 
indicated.263,1135 1137 Patients with responsive or stable disease can 
continue to receive a total of 4 to 6 cycles of systemic therapy.714,807,1138",NSCLC
2396,"WHO Classification of 
Tumours of the Lung, Pleura, Thymus and Heart, Volume 7.",NSCLC
4549,"CheckMate 331 , a randomized phase 3 trial , assessed nivolumab 
monotherapy versus  topotecan or amrubicin in 569 patients with relapsed 
SCLC.212,221 Data show that overall survival was 7.5 months in patients 
receiving nivolumab versus  8.4 months  in those receiving chemotherapy  
(HR, 0.86; 95% CI, 0.72 1.04; P = .11).212",SCLC
2037,"KCSG LU15 09, a 
phase 2 trial  based in Korea , assessed first line therapy with osimertinib 
in patients with metastatic  or recurrent  NSCLC and  these mutations .291",NSCLC
3207,Int J Radiat Oncol Biol Phys 2008;72:967 971.,NSCLC
3063,Int J Radiat Oncol Biol Phys 2012;82:967 973.,NSCLC
4418,"For systemic therapy alone or sequential 
systemic therapy followed  by RT in patients with limited stage SCLC , the 
Panel recommends respons e assessment using CT with contrast of the 
chest/abdomen/pelvis after every 2 to 3 cycles  of systemic therapy .",SCLC
3977,"Distinguishing SCLC from other neuroendocrine tumors, particularly typical and atypical carcinoids, 
is important due to significant differences in epidemiology, genetics, treatment, and prognosis.46
 SCLC can be diagnosed on goodquality histologic samples via highquality hematoxylin and eosin (H&E)stained sections or on wellpreserved cytologic 
samples.  
SCLC is characterized by small blue cells with scant cytoplasm, high nucleartocytoplasmic ratio, granular chromatin, and absent or inconspicuous nucleoli.
SCLC cells are round, oval, or spindleshaped with molding and high mitotic counts.79
The most useful characteristics for distinguishing SCLC from largecell neuroendocrine carcinoma (LCNEC) are the high nucleartocytoplasmic ratio and 
paucity of nucleoli in SCLC.",SCLC
4248,"Seute T, Leffers P, ten Velde GP, Twijnstra A. Detection of brain metastases from small cell lung cancer: consequences of changing imaging techniques (CT versus 
MRI).",SCLC
2212,"Cabozantinib is 
recommended by the panel as a first line therapy option that may be 
useful in certain circumstances.",NSCLC
39,Timing of CT scans within Guidelines parameters is a clinical decision.,NSCLC
4500,"The 
Panel recommends considering genomic profiling of relapsed tumors, if 
not previously performed, to determine clinical trial eligibility.",SCLC
1395,"Erlotinib  (± bevacizumab or 
ramucirumab), afatinib, dacomitinib, or  gefitinib  are “other recommended” 
EGFR TKI options for first line therapy.",NSCLC
1310,"Adenosquamous carcinomas are tumors with mixed 
adenocarcinoma and squamous cell carcinoma components; each 
component comprises at least 10% of the tumor.",NSCLC
4422,"Based on th is data , the Panel recommends durvalumab 
consolidation therapy in those patients  with limited stage  who did not 
experience disease progression after systemic therapy + concurrent RT 
(category 1).",SCLC
3728,"Erlotinib plus bevacizumab 
versus erlotinib alone in patients with EGFR positive advanced non 
squamous non small cell lung cancer (NEJ026): interim analysis of an 
open label, randomised, multicentre, phase 3 trial.",NSCLC
4254,"Primary analysis of a phase II randomized trial Radiation Therapy Oncology Group (RTOG) 0212: impact of different total doses 
and schedules of prophylactic cranial irradiation on chronic neurotoxicity and quality of life for patients with limiteddisease smallcell lung cancer .",SCLC
3562,"A prospective controlled trial of 
endobronchial ultrasound guided transbronchial needle aspiration 
compared with mediastinoscopy for mediastinal lymph node staging of lung cancer.",NSCLC
495,"Treatment breaks of >1 week are considered unacceptable.
 When timely surgical evaluation is not available, the strategy of neoadjuvant chemoradiotherapy should not be used.",NSCLC
2943,"Versus Passive Scattering Proton 
Therapy for NSCLC.",NSCLC
1929,"If the FDG 
PET/CT scan is positive in the mediastinum, the lymph node status needs 
pathologic confirmation.",NSCLC
962,"The presence of KRAS p.G12C is associated with responsiveness to oral KRAS G12C inhibitor s used for subsequent therapy, which were 
designed specifically for this mutation.",NSCLC
1671,"[TC ≥50%] or 
PDL1 stained tumor infiltrating cells",NSCLC
731,"Int J Radiat Oncol Biol Phys 
2006;65:11061111.",NSCLC
2318,"CA Cancer J Clin 2023;73:17 48. Available at: 
https://www.ncbi.nlm.nih.gov/pubmed/36633525 .",NSCLC
5025,"Available at: https://www.icru.org/report/prescribing recording and
reporting photon beam",SCLC
4977,"Einhorn LH, Pennington K, McClean J. Phase II trial of daily oral VP 
16 in refractory small cell lung cancer: a Hoosier Oncology Group study.",SCLC
3475,"Nivolumab (NIVO) + 
ipilimumab (IPI) + 2 cycles of platinum doublet chemotherapy (chemo) vs 
4 cycles chemo as first line (1L) treatment (tx) for stage IV/recurrent non
small cell lung cancer (NSCLC): CheckMate 9LA.",NSCLC
1068,"Osimertinib with or without chemotherapy in EGFRmutated 
advanced NSCLC.",NSCLC
3464,"Interim OS 
analysis of a phase III study of atezolizumab (atezo)vs platinum based 
chemotherapy (chemo) as 1L treatment (tx) in PD L1selected NSCLC",NSCLC
1689,"Combination therapy with the ABCP regimen may be 
used as a first line or subsequent therapy option, although it is not a 
preferred option, in eligible patients with actionable driver mutations as 
shown in the algorithm.",NSCLC
313,"tt Prophylactic anticoagulation is recommended at the time of initiation to prevent 
venous thromboembolic events.",NSCLC
3769,"Gilteritinib overcomes lorlatinib 
resistance in ALK rearranged cancer.",NSCLC
1286,"All findings and factors for a patient need to be carefully evaluated in a 
multidisciplinary diagnostic team before establishing a diagnosis of lung 
cancer and before starting treatment .",NSCLC
4751,"Baine MK, Febres Aldana CA, Chang JC, et al. POU2F3 in SCLC: 
Clinicopathologic and genomic analysis with a focus on its diagnostic utility 
in neuroendocrine low sclc.",SCLC
4686,"Small cell carcinomas of 
the gastrointestinal tract: a review.",SCLC
3001,Int J Radiat Oncol Biol Phys 2009;74:1311 1318.,NSCLC
227,"Stage IIIA/IIIB (NSCL8) or 
Stage IIIB/IIIC (NSCL13)Surveillance  
(NSCL17)Medically 
inoperable, high 
surgical risk as 
determined by 
thoracic surgeon,m  
and those who 
decline surgery after 
thoracic surgical 
consultationFindings at 
Surgery 
(NSCL4)",NSCLC
83,"point mutation in exon 21) are associated with 
responsiveness to oral EGFR tyrosine kinase inhibitor (TKI) therapy; most recent data indicate that  tumors that do not harbor a sensitizing EGFR 
mutation should not be treated with EGFR TKI in any line of therapy.",NSCLC
2012,"The objective 
response rate was 64% with amivantamab vmjw plus chemotherapy 
versus 36% with chemotherapy alone.",NSCLC
620,"This regimen includes one dose per week, as the phase 3 study included day 1 & 8 treatments.",NSCLC
3566,"Mediastinal staging of lung 
cancer: novel concepts.",NSCLC
1832,"Continuation maintenance therapy refers to the use of at least 
one of the agents that was given in the first line regimen.",NSCLC
1188,"Comparison of four chemotherapy regimens for advanced 
nonsmall cell lung cancer.",NSCLC
1293,"Clinicians use both noninvasive and invasive 
methods when staging patients.109 The panel decided that a preoperative 
bronchoscopy may also be preferred for tissue diagnosis and/or 
mediastinal staging (EBUS).",NSCLC
1820,"POSEIDON, a phase 3 randomized trial, assessed three different first line 
treatment arms in 1013 patients with metastatic NSCLC who did not have EGFR  or ALK mutations.",NSCLC
338,"fff Plasma or tissuebased testing via broad molecular profiling should be considered at 
progression, for the T790M mutation and other genomic resistance mechanisms.",NSCLC
4282,"T1a N3 M0
T1b N3 M0
T1c N3 M0
T2a",SCLC
5078,"Surg Clin North Am 2011;91:403 417, ix.",SCLC
3012,"Kirkpatrick JP, van der Kogel AJ, Schultheiss TE.",NSCLC
2499,"Guidelines for pathologic 
diagnosis of malignant mesothelioma: a consensus statement from the 
International Mesothelioma Interest Group.",NSCLC
2259,"Overall survival was 7.9 months (95% CI, 7.2 8.7) for 
afatinib versus 6.8 months (95% CI, 5.9 7.8) for erlotinib (HR, 0.81; 95% 
CI, 0.69 0.95; P = .0077) .",NSCLC
1071,N Engl J Med 2024; 391:14861498.,NSCLC
1995,"The two most 
common EGFR  alterations in NSCLC are deletions in exon 19 (with 
conserved deletion of the LREA sequence) and a point mutation in exon 
21 (L858R) ; these represent approximately 85% to 90% of all EGFR 
alterations in NSCLC.
246",NSCLC
1425,"Patients 
with PD L1 expression levels just below and just above 50% will probably 
have similar responses.366 Unique anti PDL1 IHC assays have been 
developed for each one of the different ICIs.366,368 370",NSCLC
2488,"Rivera MP, Mehta AC, American College of Chest P. Initial diagnosis 
of lung cancer: ACCP evidence based clinical practice guidelines (2nd 
edition).",NSCLC
2955,ACR Appropriateness Criteria(R) non spine bone metastases.,NSCLC
2500,"Arch Pathol Lab Med 
2009;133:1317 1331.",NSCLC
937,Molecular testing for ALK rearrangement mutations should be performed when TKI therapy is a consideration for NSCLC stage IBIIIB.,NSCLC
72,"Lung cancer survivorship: physical, social, emotional, and medical needs of NSCLC survivors.",NSCLC
848,Osimertinib in resected EGFRmutated nonsmallcell lung cancer.,NSCLC
4954,"Tarlatamab for patients with 
previously treated small cell lung cancer.",SCLC
4285,"Definitions for T, N, M (continued)
N Regional Lymph Nodes
NX Regional lymph nodes cannot be assessed
N0 No regional lymph node metastasis
N1 Metastasis in ipsilateral peribronchial and/or ipsilateral 
hilar lymph nodes and intrapulmonary nodes, including 
involvement by direct extension
N2 Metastasis in ipsilateral mediastinal and/or subcarinal 
lymph node(s)",SCLC
4690,"Stereotactic ablative radiation 
therapy versus conventionally fractionated radiation therapy for stage I 
small cell lung cancer.",SCLC
294,"Testing 
Results 
(NSCL20)
a Principles of Pathologic Review (NSCLA) .",NSCLC
139,"A positive FDGPET/CT result is defined as an SUV in the lung nodule greater than the baseline mediastinal blood 
pool.",NSCLC
175,"EBUS provides access to nodal stations 2R/2L, 3P, 4R/4L, 7, 10R/10L, 1113, and other hilar nodal stations if necessary.",NSCLC
4204,"Prophylactic cranial irradiation in resected small 
cell lung cancer: A systematic review with metaanalysis.",SCLC
2772,"Nivolumab: targeting PD 1 to 
bolster antitumor immunity.",NSCLC
738,"Relationship between radiation therapy dose and outcome in patients treated 
with neoadjuvant chemoradiation therapy and surgery for stage IIIA nonsmall cell lung 
cancer: a populationbased, comparative effectiveness analysis.",NSCLC
