idx,sentence,label,processed_sentence
90,"Scoring criteria for antiHER2 monoclonal antibody/antibodydrug conjugate (ADC) therapy is currently based on criteria initially applied in gastric 
carcinoma, which utilizes different scoring criteria than that utilized for breast carcinoma and employs different scoring criteria for small biopsy 
specimens versus resections.",NSCLC,scoring criterion monoclonal antibody antibodydrug conjugate adc therapy currently base criterion initially apply gastric carcinoma utilize different scoring criterion utilize breast carcinoma employ different scoring criterion small biopsy specimen versus resection
91,"Subbullet 2, diamond 2 modified: Although PDL1 expression can be elevated in patients with an oncogenic driver, targeted therapy for the certain 
oncogenic driver s should take precedence over treatment with an immune checkpoint inhibitor.",NSCLC,subbullet diamond modify expression elevate patient oncogenic driver target therapy certain oncogenic driver s precedence treatment immune checkpoint inhibitor
92,"NSCLH 8 of 8
 Section added for Germline testing: Consider referral to genetic counseling if there is suspicion for a germline alteration detected on somatic testing.",NSCLC,nsclh section add germline testing consider referral genetic counseling suspicion germline alteration detect somatic testing
93,"NSCLI
 Genetic Alteration
FGFR alterations added
 Available Targeted Agent
Erdafitinib added
 Footnote a, second sentence modified: 
Previous:",NSCLC,nscli genetic alteration fgfr alteration add available targeted agent erdafitinib add footnote second sentence modify previous
94,"For NGSbased results, a copy number greater than 10 is consistent with highlevel MET amplification.",NSCLC,ngsbased result copy number great consistent highlevel met amplification
95,"Footnote c added: For oncogenic or likely oncogenic FGFR mutations, refer to definitions at oncokb.org.",NSCLC,footnote c add oncogenic likely oncogenic fgfr mutation refer definition
96,"Reference 2 updated: Le X, PazAres LG, Van Meerbeeck J, et al.",NSCLC,reference update le x pazares lg van meerbeeck j et al
97,"Tepotinib in patients with nonsmall cell lung cancer with highlevel MET amplification 
detected by liquid biopsy: VISION Cohort B Cell Rep Med 2023;4:101280.",NSCLC,tepotinib patient nonsmall cell lung cancer highlevel met amplification detect liquid biopsy vision cohort b cell rep med
98,"Erdafitinib in patients with advanced solid tumours with FGFR alterations (RAGNAR): An 
international, singlearm, phase 2 study.",NSCLC,erdafitinib patient advanced solid tumour fgfr alteration ragnar international singlearm phase study
99,Firstline selpercatinib or chemotherapy and pembrolizumab in RET fusionpositive NSCLC.,NSCLC,firstline selpercatinib chemotherapy pembrolizumab ret fusionpositive nsclc
100,"N Engl J Med 
2023;389:18391850
 References added  
50 Schram AM, et al.",NSCLC,n engl j med reference add schram et al
101,"Efficacy and safety of zenocutuzumab, a HER2 x HER3 bispecific antibody, across advanced NRG1 fusion (NRG1+) cancers",NSCLC,efficacy safety zenocutuzumab x bispecific antibody advanced fusion cancer
102,"J Clin Oncol 2022;40(Suppl):Abstract 105.  
51",NSCLC,j clin oncol
103,"Trastuzumab deruxtecan in patients with metastatic nonsmall cell lung cancer (DESTINYLung01): primary results of the HER2
overexpressing cohorts from a singlearm, phase 2 trial.",NSCLC,trastuzumab deruxtecan patient metastatic nonsmall cell lung cancer primary result overexpressing cohort singlearm phase trial
104,"NSCLK 1 of 5
 Recommendations for Performance status 2 integrated into the Useful in Certain Circumstances for Performance status 01; all recommendations now 
noted for Performance status 02 (also applies to NSCLK 2 of 5)
 Column headings modified (also applies to NSCLK 2 of 5)
NO contraindications to PD1 or PDL1 inhibitors AND NO EGFR exon 19 deletion or L858R; ALK, RET, or ROS1 rearrangements
Contraindications to PD1 or PDL1 inhibitors OR EGFR exon 19 deletion or L858R; ALK, RET, or ROS1 rearrangements
 Useful in Certain Circumstances
Category 1 removed from gemcitabine/docetaxel and gemcitabine/vinorelbine (also applies to NSCLK 2 of 5)",NSCLC,nsclk recommendations performance status integrate useful certain circumstance performance status recommendation note performance status apply nsclk column heading modify apply nsclk contraindication inhibitor egfr exon deletion alk ret rearrangement contraindication inhibitor egfr exon deletion alk ret rearrangement useful certain circumstance category remove gemcitabine docetaxel gemcitabine vinorelbine apply nsclk
105,"NSCLK 4 of 5
 Famtrastuzumab deruxtecannxki clarified with addition of HER2 IHC3+
 Footnote removed: Only in patients whose tumors have HER2 overexpression (IHC 3+).",NSCLC,nsclk famtrastuzumab deruxtecannxki clarify addition footnote remove patient tumor overexpression ihc
106,"Trastuzumab deruxtecan in 
patients with metastatic nonsmallcell lung cancer (DESTINYLung01): primary results of the HER2overexpressing cohorts from a singlearm, phase 2 
trial.",NSCLC,trastuzumab deruxtecan patient metastatic nonsmallcell lung cancer primary result cohort singlearm phase trial
107,Note: All recommendations are category 2A unless otherwise indicated.,NSCLC,note recommendation category indicate
108,Approximately 85% to 90% of cases are caused by voluntary or involuntary (secondhand) cigarette smoking.,NSCLC,approximately case cause voluntary involuntary secondhand cigarette smoking
109,"Reduction of lung cancer 
mortality will require effective public health policies to prevent initiation of smoking, U.S. Food and Drug Administration (FDA) oversight of 
tobacco products, and other tobacco control measures.",NSCLC,reduction lung cancer mortality require effective public health policy prevent initiation smoking food drug administration fda oversight tobacco product tobacco control measure
110,The number of lung cancers in individuals who do not smoke is increasing worldwide.,NSCLC,number lung cancer individual smoke increase worldwide
111,"More research is necessary to identify relevant risk 
factorssuch as environmental exposures (eg, indoor and outdoor air pollution, radon, asbestos), chronic lung diseases, and family history/
genetic predispositionto augment lung cancer screening in the future.",NSCLC,research necessary identify relevant risk factorssuch environmental exposure eg indoor outdoor air pollution radon asbestos chronic lung disease family genetic predispositionto augment lung cancer screening future
112,"Persistent smoking is associated with second primary cancers, treatment complications, drug interactions, other tobaccorelated medical 
conditions, diminished quality of life, and reduced survival.",NSCLC,persistent smoking associate second primary cancer treatment complication drug interaction tobaccorelate medical condition diminish quality life reduce survival
113,Reports from the Surgeon General on both active smoking and secondhand smoke show that both cause lung cancer.,NSCLC,report surgeon general active smoking secondhand smoke cause lung cancer
114,"The evidence shows a 
20% to 30% increase in the risk for lung cancer from secondhand smoke exposure associated with living with a person who smokes.",NSCLC,evidence show increase risk lung cancer secondhand smoke exposure associate live person smoke
115,"Every person should be informed of the health consequences, addictive nature, and mortal threat posed by tobacco consumption and 
exposure to tobacco smoke, and effective legislative, executive, administrative, or other measures should be contemplated at the appropriate 
governmental level to protect all persons from exposure to tobacco smoke.",NSCLC,person inform health consequence addictive nature mortal threat pose tobacco consumption exposure tobacco smoke effective legislative executive administrative measure contemplate appropriate governmental level protect person exposure tobacco smoke
116,"Further complicating this problem, the delivery system of lung carcinogens also contains the highly addictive substance, nicotine.",NSCLC,complicate problem delivery system lung carcinogen contain highly addictive substance nicotine
117,Reduction of lung cancer mortality will require widespread implementation of Agency for Healthcare Research and Quality (AHRQ),NSCLC,reduction lung cancer mortality require widespread implementation agency healthcare research quality ahrq
118,"Guidelines  to identify, counsel, and treat patients with nicotine habituation.",NSCLC,guideline identify counsel treat patient nicotine habituation
119,"Patients who smoke or who formerly smoked have significant risk for the development of lung cancer; chemoprevention agents are not yet 
established for these patients.",NSCLC,patient smoke smoke significant risk development lung cancer chemoprevention agent establish patient
120,"When possible, these patients should be encouraged to enroll in chemoprevention trials.",NSCLC,possible patient encourage enroll chemoprevention trial
121,"b Risk calculators can be used to quantify individual patient and radiologic factors but do not replace evaluation by a multidisciplinary diagnostic team with substantial 
experience in the diagnosis of lung cancer.",NSCLC,b risk calculator quantify individual patient radiologic factor replace evaluation multidisciplinary diagnostic team substantial experience diagnosis lung cancer
122,c Principles of Diagnostic Evaluation (DIAGA 1 of 3).,NSCLC,c principle diagnostic evaluation diaga
123,The most important radiologic factor is change or stability compared with a previous imaging study.,NSCLC,important radiologic factor change stability compare previous imaging study
124,"CLINICAL PRESENTATION RISK ASSESSMENTb
Incidental 
finding of nodule 
suspicious for 
lung cancer Multidisciplinary 
evaluationa
 Smoking cessation 
counselingPatient factors
 Age
 Smoking history
 Previous cancer history
 Family history
 Occupational exposures
 Other lung disease (chronic obstructive 
pulmonary disease [COPD], pulmonary fibrosis)
 Exposure to infectious agents (eg, endemic 
areas of fungal infections, tuberculosis) or risk 
factors or history suggestive of infection (eg, 
immune suppression, aspiration, infectious 
respiratory symptoms)
Radiologic factorsc,d
 Size, shape, and density of the pulmonary 
nodule 
 Associated parenchymal abnormalities (eg,  
scarring or suspicion of inflammatory changes)
 Fluorodeoxyglucose (FDG) avidity on FDGPET/
CT",NSCLC,clinical presentation risk assessmentb incidental finding nodule suspicious lung cancer multidisciplinary evaluationa smoking cessation counselingpatient factor age smoking history previous cancer history family history occupational exposure lung disease chronic obstructive pulmonary disease copd pulmonary fibrosis exposure infectious agent eg endemic area fungal infection tuberculosis risk factor history suggestive infection eg immune suppression aspiration infectious respiratory symptom radiologic factorsc d size shape density pulmonary nodule associated parenchymal abnormality eg scar suspicion inflammatory change fluorodeoxyglucose fdg avidity ct
125,e Low risk = minimal or absent history of smoking or other known risk factors.,NSCLC,e low risk minimal absent history smoking know risk factor
126,f High risk = history of smoking or other known risk factors.,NSCLC,f high risk history smoking know risk factor
127,"Known risk factors include history of lung cancer in a firstdegree relative or e xposure to asbestos, radon, or 
uranium.",NSCLC,known risk factor include history lung cancer firstdegree relative e xposure asbestos radon uranium
128,g Nonsolid (groundglass) nodules may require longer followup to exclude indolent adenocarcinoma.,NSCLC,g nonsolid groundglass nodule require long followup exclude indolent adenocarcinoma
129,"h Adapted from Fleischner Society Guidelines: MacMahon H, Naidich DP, Goo JM, et al.",NSCLC,h adapt fleischner society guidelines macmahon h naidich dp goo jm et al
130,"Guidelines for management of incidental pulmonary nodules detected on CT 
images: From the Fleischner Society 2017.",NSCLC,guideline management incidental pulmonary nodule detect ct image fleischner society
